IDNUMBER	structure	fmla structure	mol weight structure	nHA	nHD	CLogP	nRB	nRings	PSA	compound_name	Saltdata	inchikey	smiles	ID	inchi	Source1536wWell	volume [nL]	well_location	plate_id
P6052685		C24H21FN2O4	420.44437	3	1	4.8	8	4	73.5	methyl 2-[[4-[(2-fluorophenyl)methyl]furo[3,2-b]pyrrole-5-carbonyl]amino]-3-phenyl-propanoate		IOAIJXCSWQZGKQ-UHFFFAOYSA-N	COC(=O)C(Cc1ccccc1)NC(=O)c2cc3occc3n2Cc4ccccc4F	361	InChI=1S/C24H21FN2O4/c1-30-24(29)19(13-16-7-3-2-4-8-16)26-23(28)21-14-22-20(11-12-31-22)27(21)15-17-9-5-6-10-18(17)25/h2-12,14,19H,13,15H2,1H3,(H,26,28)	B5	100	A7	Peptide01
P2195371		C19H23ClN4O3S	422.93716	6	2	2.4	10	2	118.5	N-[1-benzyl-2-(3-methoxypropylamino)-2-oxo-ethyl]-5-chloro-2-methylsulfanyl-pyrimidine-4-carboxamide		ACKRFWQHUQAQFF-UHFFFAOYSA-N	COCCCNC(=O)C(Cc1ccccc1)NC(=O)c2nc(SC)ncc2Cl	449	InChI=1S/C19H23ClN4O3S/c1-27-10-6-9-21-17(25)15(11-13-7-4-3-5-8-13)23-18(26)16-14(20)12-22-19(24-16)28-2/h3-5,7-8,12,15H,6,9-11H2,1-2H3,(H,21,25)(H,23,26)	B6	100	A7	Peptide01
P2193935		C24H30N2O4	410.5177	4	2	3.5	10	2	84.5	methyl 2-[3-[(4-tert-butylbenzoyl)amino]propanoylamino]-3-phenyl-propanoate		BXRBICMYKCVENA-UHFFFAOYSA-N	COC(=O)C(Cc1ccccc1)NC(=O)CCNC(=O)c2ccc(cc2)C(C)(C)C	537	InChI=1S/C24H30N2O4/c1-24(2,3)19-12-10-18(11-13-19)22(28)25-15-14-21(27)26-20(23(29)30-4)16-17-8-6-5-7-9-17/h5-13,20H,14-16H2,1-4H3,(H,25,28)(H,26,27)	B7	100	A7	Peptide01
P1305816		C21H24N2O	320.43823	1	1	4.6	6	3	36.1	N-[1H-indol-3-yl(phenyl)methyl]-N-methyl-pentanamide		MFJUWLLYJQVNIF-UHFFFAOYSA-N	CCCCC(=O)N(C)C(c1ccccc1)c2c[nH]c3ccccc23	625	InChI=1S/C21H24N2O/c1-3-4-14-20(24)23(2)21(16-10-6-5-7-11-16)18-15-22-19-13-9-8-12-17(18)19/h5-13,15,21-22H,3-4,14H2,1-2H3	B8	100	A7	Peptide01
P1100518		C23H19ClN2O6	454.87068	6	4	3.8	6	4	128.7	rac-(2R)-2-[[2-(6-chloro-7-hydroxy-4-methyl-2-oxo-chromen-3-yl)acetyl]amino]-3-(1H-indol-3-yl)propanoic acid		XBPODIBQTQBLLU-GOSISDBHSA-N	CC1=C(CC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)O)C(=O)Oc4cc(O)c(Cl)cc14	369	InChI=1S/C23H19ClN2O6/c1-11-14-7-16(24)19(27)9-20(14)32-23(31)15(11)8-21(28)26-18(22(29)30)6-12-10-25-17-5-3-2-4-13(12)17/h2-5,7,9-10,18,25,27H,6,8H2,1H3,(H,26,28)(H,29,30)/t18-/m1/s1	B9	100	A7	Peptide01
P2195685		C24H29N3O2	391.51763	3	0	4.7	7	3	47.4	4-isobutoxy-N-phenyl-N-[(1,3,5-trimethylpyrazol-4-yl)methyl]benzamide		NZESAQHLKAOXHO-UHFFFAOYSA-N	CC(C)COc1ccc(cc1)C(=O)N(Cc2c(C)nn(C)c2C)c3ccccc3	457	InChI=1S/C24H29N3O2/c1-17(2)16-29-22-13-11-20(12-14-22)24(28)27(21-9-7-6-8-10-21)15-23-18(3)25-26(5)19(23)4/h6-14,17H,15-16H2,1-5H3	B10	100	A7	Peptide01
P1310231		C25H24N2O3	400.48163	3	1	4.7	6	4	54.6	N-[1H-indol-3-yl-(4-methoxyphenyl)methyl]-2-methoxy-N-methyl-benzamide		SJFXYLRHOSPBHL-UHFFFAOYSA-N	COc1ccc(cc1)C(N(C)C(=O)c2ccccc2OC)c3c[nH]c4ccccc34	545	InChI=1S/C25H24N2O3/c1-27(25(28)20-9-5-7-11-23(20)30-3)24(17-12-14-18(29-2)15-13-17)21-16-26-22-10-6-4-8-19(21)22/h4-16,24,26H,1-3H3	B11	100	A7	Peptide01
P1308374		C27H28N2O4	444.53521	4	1	4.9	9	4	63.8	N-ethyl-N-[1H-indol-3-yl-(4-methoxyphenyl)methyl]-2-(2-methoxyphenoxy)acetamide		NOKBAHJOVQNKMK-UHFFFAOYSA-N	CCN(C(c1ccc(OC)cc1)c2c[nH]c3ccccc23)C(=O)COc4ccccc4OC	633	InChI=1S/C27H28N2O4/c1-4-29(26(30)18-33-25-12-8-7-11-24(25)32-3)27(19-13-15-20(31-2)16-14-19)22-17-28-23-10-6-5-9-21(22)23/h5-17,27-28H,4,18H2,1-3H3	B12	100	A7	Peptide01
P1157873		C20H22FNO3S	375.46564	4	2	3.6	8	2	91.7	rac-(2S)-2-[2-(3-fluoro-4-phenyl-phenyl)propanoylamino]-4-methylsulfanyl-butanoic acid		GTVDYUJJBBUOKB-UWBLVGDVSA-N	CSCC[C@H](NC(=O)C(C)c1ccc(c(F)c1)c2ccccc2)C(=O)O	377	InChI=1S/C20H22FNO3S/c1-13(19(23)22-18(20(24)25)10-11-26-2)15-8-9-16(17(21)12-15)14-6-4-3-5-7-14/h3-9,12-13,18H,10-11H2,1-2H3,(H,22,23)(H,24,25)/t13?,18-/m0/s1	B13	100	A8	Peptide01
P2195764		C27H36N2O4	452.59897	4	2	5.0	11	2	84.5	methyl 2-[[2-[(4-tert-butylbenzoyl)amino]-3-phenyl-propanoyl]amino]-4-methyl-pentanoate		YSBDCWNNIBWMBU-UHFFFAOYSA-N	COC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)c2ccc(cc2)C(C)(C)C	465	InChI=1S/C27H36N2O4/c1-18(2)16-23(26(32)33-6)29-25(31)22(17-19-10-8-7-9-11-19)28-24(30)20-12-14-21(15-13-20)27(3,4)5/h7-15,18,22-23H,16-17H2,1-6H3,(H,28,30)(H,29,31)	B14	100	A8	Peptide01
P1263539		C22H23N7	385.47551	6	1	3.1	4	5	62.1	6-(4-methylpiperazin-1-yl)-N,1-diphenyl-pyrazolo[3,4-d]pyrimidin-4-amine		ZMKWEGYJYLEUQV-UHFFFAOYSA-N	CN1CCN(CC1)c2nc(Nc3ccccc3)c4cnn(c5ccccc5)c4n2	553	InChI=1S/C22H23N7/c1-27-12-14-28(15-13-27)22-25-20(24-17-8-4-2-5-9-17)19-16-23-29(21(19)26-22)18-10-6-3-7-11-18/h2-11,16H,12-15H2,1H3,(H,24,25,26)	B15	100	A8	Peptide01
P1309972		C26H26N2O4	430.50812	4	1	4.5	8	4	63.8	N-[1H-indol-3-yl-(4-methoxyphenyl)methyl]-2-(2-methoxyphenoxy)-N-methyl-acetamide		NCWVNJSAIUKQEI-UHFFFAOYSA-N	COc1ccc(cc1)C(N(C)C(=O)COc2ccccc2OC)c3c[nH]c4ccccc34	641	InChI=1S/C26H26N2O4/c1-28(25(29)17-32-24-11-7-6-10-23(24)31-3)26(18-12-14-19(30-2)15-13-18)21-16-27-22-9-5-4-8-20(21)22/h4-16,26-27H,17H2,1-3H3	B16	100	A8	Peptide01
P1098309		C23H31NO6	417.50662	6	2	4.9	10	2	101.9	rac-(2S)-2-[2-(4-butyl-8-methyl-2-oxo-chromen-7-yl)oxypropanoylamino]-4-methyl-pentanoic acid		FDQDRSHFRVLFJO-PKHIMPSTSA-N	CCCCC1=CC(=O)Oc2c(C)c(OC(C)C(=O)N[C@@H](CC(C)C)C(=O)O)ccc12	385	InChI=1S/C23H31NO6/c1-6-7-8-16-12-20(25)30-21-14(4)19(10-9-17(16)21)29-15(5)22(26)24-18(23(27)28)11-13(2)3/h9-10,12-13,15,18H,6-8,11H2,1-5H3,(H,24,26)(H,27,28)/t15?,18-/m0/s1	B17	100	A8	Peptide01
P2195239		C23H28N2O4S	428.55461	5	2	3.1	11	2	109.8	methyl 2-[[2-[(4-methylbenzoyl)amino]-3-phenyl-propanoyl]amino]-4-methylsulfanyl-butanoate		XEQGSKCIDKSXGV-UHFFFAOYSA-N	COC(=O)C(CCSC)NC(=O)C(Cc1ccccc1)NC(=O)c2ccc(C)cc2	473	InChI=1S/C23H28N2O4S/c1-16-9-11-18(12-10-16)21(26)25-20(15-17-7-5-4-6-8-17)22(27)24-19(13-14-30-3)23(28)29-2/h4-12,19-20H,13-15H2,1-3H3,(H,24,27)(H,25,26)	B18	100	A8	Peptide01
P2188556		C26H31N3O4	449.55467	6	0	4.6	10	3	64.1	N-[[4-(diethylamino)phenyl]methyl]-3,4,5-trimethoxy-N-(2-pyridyl)benzamide		BMAZEWULBABYDU-UHFFFAOYSA-N	CCN(CC)c1ccc(CN(C(=O)c2cc(OC)c(OC)c(OC)c2)c3ccccn3)cc1	561	InChI=1S/C26H31N3O4/c1-6-28(7-2)21-13-11-19(12-14-21)18-29(24-10-8-9-15-27-24)26(30)20-16-22(31-3)25(33-5)23(17-20)32-4/h8-17H,6-7,18H2,1-5H3	B19	100	A8	Peptide01
P1301190		C24H30N2O3	394.5183	3	2	4.6	9	3	63.4	N-[2-(4-ethoxy-3-methoxy-phenyl)-2-(1H-indol-3-yl)ethyl]-3-methyl-butanamide		PNRVLUVFHLZKEB-UHFFFAOYSA-N	CCOc1ccc(cc1OC)C(CNC(=O)CC(C)C)c2c[nH]c3ccccc23	649	InChI=1S/C24H30N2O3/c1-5-29-22-11-10-17(13-23(22)28-4)19(14-26-24(27)12-16(2)3)20-15-25-21-9-7-6-8-18(20)21/h6-11,13,15-16,19,25H,5,12,14H2,1-4H3,(H,26,27)	B20	100	A8	Peptide01
P6667585		C18H17N7O	347.38249	5	2	1.5	6	4	101.4	N-[2-(1H-benzimidazol-2-yl)ethyl]-2-phenyl-2-(tetrazol-1-yl)acetamide		XZFCUHIGESFLGJ-UHFFFAOYSA-N	O=C(NCCc1nc2ccccc2[nH]1)C(c3ccccc3)n4cnnn4	393	InChI=1S/C18H17N7O/c26-18(17(25-12-20-23-24-25)13-6-2-1-3-7-13)19-11-10-16-21-14-8-4-5-9-15(14)22-16/h1-9,12,17H,10-11H2,(H,19,26)(H,21,22)	B21	100	A9	Peptide01
P2195233		C24H30N2O4	410.5177	4	2	4.0	10	2	84.5	methyl 4-methyl-2-[[2-[(4-methylbenzoyl)amino]-3-phenyl-propanoyl]amino]pentanoate		YNZIMCUIVOUNKM-UHFFFAOYSA-N	COC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)c2ccc(C)cc2	481	InChI=1S/C24H30N2O4/c1-16(2)14-21(24(29)30-4)26-23(28)20(15-18-8-6-5-7-9-18)25-22(27)19-12-10-17(3)11-13-19/h5-13,16,20-21H,14-15H2,1-4H3,(H,25,27)(H,26,28)	B22	100	A9	Peptide01
P1310505		C22H20N2O2S	376.4809	2	1	4.6	5	4	73.6	N-[1H-indol-3-yl(2-thienyl)methyl]-4-methoxy-N-methyl-benzamide		WISHBFHMDCKWTP-UHFFFAOYSA-N	COc1ccc(cc1)C(=O)N(C)C(c2cccs2)c3c[nH]c4ccccc34	569	InChI=1S/C22H20N2O2S/c1-24(22(25)15-9-11-16(26-2)12-10-15)21(20-8-5-13-27-20)18-14-23-19-7-4-3-6-17(18)19/h3-14,21,23H,1-2H3	B23	100	A9	Peptide01
P7119983278		C25H23N3O3	413.48036	6	2	4.0	6	4	103.5	2,7-diamino-4-(4-benzyloxy-3-ethoxy-phenyl)-4H-chromene-3-carbonitrile		DGMWHRQVCCLGHT-UHFFFAOYSA-N	CCOc1cc(ccc1OCc2ccccc2)C3C(=C(N)Oc4cc(N)ccc34)C#N	657	InChI=1S/C25H23N3O3/c1-2-29-23-12-17(8-11-21(23)30-15-16-6-4-3-5-7-16)24-19-10-9-18(27)13-22(19)31-25(28)20(24)14-26/h3-13,24H,2,15,27-28H2,1H3	B24	100	A9	Peptide01
P6243670		C17H25N3O4	335.4065	5	2	2.0	6	2	99.1	rac-(2S,3R)-3-methyl-2-[[2-(3-oxo-6,7,8,9-tetrahydro-5H-cyclohepta[c]pyridazin-2-yl)acetyl]amino]pentanoic acid		FWIJZIUADHGHTN-BZNIZROVSA-N	CC[C@@H](C)[C@H](NC(=O)CN1N=C2CCCCCC2=CC1=O)C(=O)O	401	InChI=1S/C17H25N3O4/c1-3-11(2)16(17(23)24)18-14(21)10-20-15(22)9-12-7-5-4-6-8-13(12)19-20/h9,11,16H,3-8,10H2,1-2H3,(H,18,21)(H,23,24)/t11-,16+/m1/s1	B25	100	A9	Peptide01
P2194876		C23H23ClN4O3S	470.98176	6	2	4.4	9	3	118.5	N-[1-benzyl-2-(4-methoxyanilino)-2-oxo-ethyl]-5-chloro-2-ethylsulfanyl-pyrimidine-4-carboxamide		ZMTZWGZPGZUCDC-UHFFFAOYSA-N	CCSc1ncc(Cl)c(n1)C(=O)NC(Cc2ccccc2)C(=O)Nc3ccc(OC)cc3	489	InChI=1S/C23H23ClN4O3S/c1-3-32-23-25-14-18(24)20(28-23)22(30)27-19(13-15-7-5-4-6-8-15)21(29)26-16-9-11-17(31-2)12-10-16/h4-12,14,19H,3,13H2,1-2H3,(H,26,29)(H,27,30)	B26	100	A9	Peptide01
P1307066		C21H17FN2OS	364.44484	1	1	4.8	4	4	64.3	4-fluoro-N-[1H-indol-3-yl(2-thienyl)methyl]-N-methyl-benzamide		VDQKEDIWFKDQRJ-UHFFFAOYSA-N	CN(C(c1cccs1)c2c[nH]c3ccccc23)C(=O)c4ccc(F)cc4	577	InChI=1S/C21H17FN2OS/c1-24(21(25)14-8-10-15(22)11-9-14)20(19-7-4-12-26-19)17-13-23-18-6-3-2-5-16(17)18/h2-13,20,23H,1H3	B27	100	A9	Peptide01
P1307737		C26H26N2O3	414.50872	3	2	4.9	8	4	63.4	2-ethoxy-N-[2-(1H-indol-3-yl)-2-(4-methoxyphenyl)ethyl]benzamide		DDNQOFQYNVQMGG-UHFFFAOYSA-N	CCOc1ccccc1C(=O)NCC(c2ccc(OC)cc2)c3c[nH]c4ccccc34	665	InChI=1S/C26H26N2O3/c1-3-31-25-11-7-5-9-21(25)26(29)28-16-22(18-12-14-19(30-2)15-13-18)23-17-27-24-10-6-4-8-20(23)24/h4-15,17,22,27H,3,16H2,1-2H3,(H,28,29)	B28	100	A9	Peptide01
P1094885		C18H16N2O3	308.33982	4	4	0.2	2	4	85.4	rac-(3S)-1-(4-hydroxyphenyl)-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole-3-carboxylic acid		OHWUOYUHWJMINH-VYRBHSGPSA-N	OC(=O)[C@@H]1Cc2c([nH]c3ccccc23)C(N1)c4ccc(O)cc4	409	InChI=1S/C18H16N2O3/c21-11-7-5-10(6-8-11)16-17-13(9-15(20-16)18(22)23)12-3-1-2-4-14(12)19-17/h1-8,15-16,19-21H,9H2,(H,22,23)/t15-,16?/m0/s1	B29	100	A10	Peptide01
P1045784		C14H19NO4	265.31183	4	2	2.2	6	1	75.6	2-[(4-methoxybenzoyl)amino]-4-methyl-pentanoic acid		HHMXQTYZWQORAJ-UHFFFAOYSA-N	COc1ccc(cc1)C(=O)NC(CC(C)C)C(=O)O	497	InChI=1S/C14H19NO4/c1-9(2)8-12(14(17)18)15-13(16)10-4-6-11(19-3)7-5-10/h4-7,9,12H,8H2,1-3H3,(H,15,16)(H,17,18)	B30	100	A10	Peptide01
P1301786		C25H28N2O4	420.51291	5	0	4.9	9	3	60.9	N-[(3,4-dimethoxyphenyl)methyl]-4-isobutoxy-N-(2-pyridyl)benzamide		UGGSFAQFBANILZ-UHFFFAOYSA-N	COc1ccc(CN(C(=O)c2ccc(OCC(C)C)cc2)c3ccccn3)cc1OC	585	InChI=1S/C25H28N2O4/c1-18(2)17-31-21-11-9-20(10-12-21)25(28)27(24-7-5-6-14-26-24)16-19-8-13-22(29-3)23(15-19)30-4/h5-15,18H,16-17H2,1-4H3	B31	100	A10	Peptide01
P6239358		C15H19N5O4S	365.41378	5	4	0.7	8	2	167.6	rac-(2S)-2-[(4-methyl-2-pyrrol-1-yl-thiazole-5-carbonyl)amino]-5-ureido-pentanoic acid		PDQSWGIWIXRVFN-JTQLQIEISA-N	Cc1nc(sc1C(=O)N[C@@H](CCCNC(=O)N)C(=O)O)n2cccc2	673	InChI=1S/C15H19N5O4S/c1-9-11(25-15(18-9)20-7-2-3-8-20)12(21)19-10(13(22)23)5-4-6-17-14(16)24/h2-3,7-8,10H,4-6H2,1H3,(H,19,21)(H,22,23)(H3,16,17,24)/t10-/m0/s1	B32	100	A10	Peptide01
P1159247		C18H19F3N4O5S	460.43513	6	4	3.4	10	2	171.9	rac-(2S)-2-[[4-methyl-2-[4-(trifluoromethoxy)phenyl]thiazole-5-carbonyl]amino]-5-ureido-pentanoic acid		KINGFEMOZZAAML-LBPRGKRZSA-N	Cc1nc(sc1C(=O)N[C@@H](CCCNC(=O)N)C(=O)O)c2ccc(OC(F)(F)F)cc2	417	InChI=1S/C18H19F3N4O5S/c1-9-13(14(26)25-12(16(27)28)3-2-8-23-17(22)29)31-15(24-9)10-4-6-11(7-5-10)30-18(19,20)21/h4-7,12H,2-3,8H2,1H3,(H,25,26)(H,27,28)(H3,22,23,29)/t12-/m0/s1	B33	100	A10	Peptide01
P2195936		C21H24N2O5	384.43583	5	3	2.2	10	2	104.7	2-[4-[(4-methoxybenzoyl)amino]butanoylamino]-3-phenyl-propanoic acid		VOQZFGXPAMONIC-UHFFFAOYSA-N	COc1ccc(cc1)C(=O)NCCCC(=O)NC(Cc2ccccc2)C(=O)O	505	InChI=1S/C21H24N2O5/c1-28-17-11-9-16(10-12-17)20(25)22-13-5-8-19(24)23-18(21(26)27)14-15-6-3-2-4-7-15/h2-4,6-7,9-12,18H,5,8,13-14H2,1H3,(H,22,25)(H,23,24)(H,26,27)	B34	100	A10	Peptide01
P1688067		C26H23N3O4	441.49091	5	3	4.1	7	5	98.7	3-(2-hydroxyphenyl)-5-(3-hydroxypropyl)-4-(3-phenoxyphenyl)-1,4-dihydropyrrolo[3,4-c]pyrazol-6-one		ATZKNJQPPLSNBB-UHFFFAOYSA-N	OCCCN1C(c2cccc(Oc3ccccc3)c2)c4c(n[nH]c4C1=O)c5ccccc5O	593	InChI=1S/C26H23N3O4/c30-15-7-14-29-25(17-8-6-11-19(16-17)33-18-9-2-1-3-10-18)22-23(27-28-24(22)26(29)32)20-12-4-5-13-21(20)31/h1-6,8-13,16,25,30-31H,7,14-15H2,(H,27,28)	B35	100	A10	Peptide01
P1094995		C20H26N4O4	386.45462	4	3	2.3	5	3	105.7	rac-(2S)-2-[[4-(1H-indole-2-carbonyl)piperazine-1-carbonyl]amino]-3-methyl-pentanoic acid		HSQQYSDKJAJVKL-RUINGEJQSA-N	CCC(C)[C@H](NC(=O)N1CCN(CC1)C(=O)c2cc3ccccc3[nH]2)C(=O)O	681	InChI=1S/C20H26N4O4/c1-3-13(2)17(19(26)27)22-20(28)24-10-8-23(9-11-24)18(25)16-12-14-6-4-5-7-15(14)21-16/h4-7,12-13,17,21H,3,8-11H2,1-2H3,(H,22,28)(H,26,27)/t13?,17-/m0/s1	B36	100	A10	Peptide01
P1094963		C19H25N3O3	343.4294	3	2	3.0	5	3	74.4	methyl rac-(2S)-4-methyl-2-(1,3,4,9-tetrahydropyrido[3,4-b]indole-2-carbonylamino)pentanoate		ZFMWAZWQMBYWBZ-INIZCTEOSA-N	COC(=O)[C@H](CC(C)C)NC(=O)N1CCc2c(C1)[nH]c3ccccc23	425	InChI=1S/C19H25N3O3/c1-12(2)10-16(18(23)25-3)21-19(24)22-9-8-14-13-6-4-5-7-15(13)20-17(14)11-22/h4-7,12,16,20H,8-11H2,1-3H3,(H,21,24)/t16-/m0/s1	B37	100	A11	Peptide01
P2195065		C24H25ClN4O3S	485.00885	6	2	4.8	10	3	118.5	N-[1-benzyl-2-(4-ethoxyanilino)-2-oxo-ethyl]-5-chloro-2-ethylsulfanyl-pyrimidine-4-carboxamide		XTRLCGPPUHLFCC-UHFFFAOYSA-N	CCOc1ccc(NC(=O)C(Cc2ccccc2)NC(=O)c3nc(SCC)ncc3Cl)cc1	513	InChI=1S/C24H25ClN4O3S/c1-3-32-18-12-10-17(11-13-18)27-22(30)20(14-16-8-6-5-7-9-16)28-23(31)21-19(25)15-26-24(29-21)33-4-2/h5-13,15,20H,3-4,14H2,1-2H3,(H,27,30)(H,28,31)	B38	100	A11	Peptide01
P1305495		C23H19FN2O	358.41908	1	2	4.8	5	4	44.9	2-fluoro-N-[2-(1H-indol-3-yl)-2-phenyl-ethyl]benzamide		AXONDJBRUIHZEE-UHFFFAOYSA-N	Fc1ccccc1C(=O)NCC(c2ccccc2)c3c[nH]c4ccccc34	601	InChI=1S/C23H19FN2O/c24-21-12-6-4-11-18(21)23(27)26-14-19(16-8-2-1-3-9-16)20-15-25-22-13-7-5-10-17(20)22/h1-13,15,19,25H,14H2,(H,26,27)	B39	100	A11	Peptide01
P6236800		C22H18ClN3O3S	439.92406	4	3	4.4	7	4	123.3	rac-(2S)-2-[[2-[2-(3-chlorophenyl)thiazol-4-yl]acetyl]amino]-3-(1H-indol-3-yl)propanoic acid		DOUZACXADCXVSP-IBGZPJMESA-N	OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)Cc3csc(n3)c4cccc(Cl)c4	689	InChI=1S/C22H18ClN3O3S/c23-15-5-3-4-13(8-15)21-25-16(12-30-21)10-20(27)26-19(22(28)29)9-14-11-24-18-7-2-1-6-17(14)18/h1-8,11-12,19,24H,9-10H2,(H,26,27)(H,28,29)/t19-/m0/s1	B40	100	A11	Peptide01
P7568072		C15H18N2O3	274.32231	3	2	2.3	4	2	71.3	rac-(2S)-3-methyl-2-[(1-methylindole-5-carbonyl)amino]butanoic acid		RTNTWFVYTULZPM-ZDUSSCGKSA-N	CC(C)[C@H](NC(=O)c1ccc2c(ccn2C)c1)C(=O)O	433	InChI=1S/C15H18N2O3/c1-9(2)13(15(19)20)16-14(18)11-4-5-12-10(8-11)6-7-17(12)3/h4-9,13H,1-3H3,(H,16,18)(H,19,20)/t13-/m0/s1	B41	100	A11	Peptide01
P2194252		C17H24N2O5S	368.45523	6	2	0.8	11	1	119.0	methyl 2-[3-[(3-methoxybenzoyl)amino]propanoylamino]-4-methylsulfanyl-butanoate		WIDQGMPKFHEWDO-UHFFFAOYSA-N	COC(=O)C(CCSC)NC(=O)CCNC(=O)c1cccc(OC)c1	521	InChI=1S/C17H24N2O5S/c1-23-13-6-4-5-12(11-13)16(21)18-9-7-15(20)19-14(8-10-25-3)17(22)24-2/h4-6,11,14H,7-10H2,1-3H3,(H,18,21)(H,19,20)	B42	100	A11	Peptide01
P1305262		C25H24N2O3	400.48163	3	2	4.6	7	4	63.4	N-[2-(1H-indol-3-yl)-2-(4-methoxyphenyl)ethyl]-3-methoxy-benzamide		AJVSQVXQCTVFFY-UHFFFAOYSA-N	COc1ccc(cc1)C(CNC(=O)c2cccc(OC)c2)c3c[nH]c4ccccc34	609	InChI=1S/C25H24N2O3/c1-29-19-12-10-17(11-13-19)22(23-16-26-24-9-4-3-8-21(23)24)15-27-25(28)18-6-5-7-20(14-18)30-2/h3-14,16,22,26H,15H2,1-2H3,(H,27,28)	B43	100	A11	Peptide01
P6237960		C22H18ClN3O3S	439.92406	4	3	4.4	7	4	123.3	rac-(2S)-2-[[2-[2-(2-chlorophenyl)thiazol-4-yl]acetyl]amino]-3-(1H-indol-3-yl)propanoic acid		BZIPRQIDEWGPJJ-IBGZPJMESA-N	OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)Cc3csc(n3)c4ccccc4Cl	697	InChI=1S/C22H18ClN3O3S/c23-17-7-3-1-6-16(17)21-25-14(12-30-21)10-20(27)26-19(22(28)29)9-13-11-24-18-8-4-2-5-15(13)18/h1-8,11-12,19,24H,9-10H2,(H,26,27)(H,28,29)/t19-/m0/s1	B44	100	A11	Peptide01
P6248081		C24H31N3O3	409.53297	4	2	1.0	7	3	72.9	rac-(2S,3R)-2-[(4-benzhydrylpiperazine-1-carbonyl)amino]-3-methyl-pentanoic acid		CJVYTXQTAVGNHZ-NQIIRXRSSA-N	CC[C@@H](C)[C@H](NC(=O)N1CCN(CC1)C(c2ccccc2)c3ccccc3)C(=O)O	705	InChI=1S/C24H31N3O3/c1-3-18(2)21(23(28)29)25-24(30)27-16-14-26(15-17-27)22(19-10-6-4-7-11-19)20-12-8-5-9-13-20/h4-13,18,21-22H,3,14-17H2,1-2H3,(H,25,30)(H,28,29)/t18-,21+/m1/s1	C1	100	A12	Peptide01
P6242047		C17H22N2O3	302.37649	3	2	2.8	7	2	71.3	rac-(2S)-2-(3-indol-1-ylpropanoylamino)-4-methyl-pentanoic acid		ROABMWZHSDROKN-AWEZNQCLSA-N	CC(C)C[C@H](NC(=O)CCn1ccc2ccccc12)C(=O)O	793	InChI=1S/C17H22N2O3/c1-12(2)11-14(17(21)22)18-16(20)8-10-19-9-7-13-5-3-4-6-15(13)19/h3-7,9,12,14H,8,10-11H2,1-2H3,(H,18,20)(H,21,22)/t14-/m0/s1	C2	100	A12	Peptide01
P3461882		C22H21N3O4	391.43037	4	3	3.2	7	4	96.4	rac-(2S)-3-(1H-indol-3-yl)-2-[[2-(5-methoxyindol-1-yl)acetyl]amino]propanoic acid		FLSRXHAKOWBIRZ-IBGZPJMESA-N	COc1ccc2c(ccn2CC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)c1	881	InChI=1S/C22H21N3O4/c1-29-16-6-7-20-14(10-16)8-9-25(20)13-21(26)24-19(22(27)28)11-15-12-23-18-5-3-2-4-17(15)18/h2-10,12,19,23H,11,13H2,1H3,(H,24,26)(H,27,28)/t19-/m0/s1	C3	100	A12	Peptide01
P1094928		C16H19N3O5	333.34693	5	3	1.1	8	2	109.5	methyl rac-(2S)-3-(1H-indol-3-yl)-2-[(2-methoxy-2-oxo-ethyl)carbamoylamino]propanoate		VBXWGAZWNPVJDJ-ZDUSSCGKSA-N	COC(=O)CNC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OC	969	InChI=1S/C16H19N3O5/c1-23-14(20)9-18-16(22)19-13(15(21)24-2)7-10-8-17-12-6-4-3-5-11(10)12/h3-6,8,13,17H,7,9H2,1-2H3,(H2,18,19,22)/t13-/m0/s1	C4	100	A12	Peptide01
P6244738		C19H18N6O2	362.39431	5	2	2.3	6	4	97.7	3-(1H-indol-3-yl)-N-[4-methoxy-3-(tetrazol-1-yl)phenyl]propanamide		YHIPLLBNIICVQR-UHFFFAOYSA-N	COc1ccc(NC(=O)CCc2c[nH]c3ccccc23)cc1n4cnnn4	713	InChI=1S/C19H18N6O2/c1-27-18-8-7-14(10-17(18)25-12-21-23-24-25)22-19(26)9-6-13-11-20-16-5-3-2-4-15(13)16/h2-5,7-8,10-12,20H,6,9H2,1H3,(H,22,26)	C5	100	A12	Peptide01
P3463217		C21H21N5O4S	439.49662	5	1	2.2	5	5	120.8	1-[4-(2,1,3-benzoxadiazol-4-ylsulfonyl)piperazin-1-yl]-3-(1H-indol-3-yl)propan-1-one		UILCZGGPKWRGOK-UHFFFAOYSA-N	O=C(CCc1c[nH]c2ccccc12)N3CCN(CC3)S(=O)(=O)c4cccc5nonc45	801	InChI=1S/C21H21N5O4S/c27-20(9-8-15-14-22-17-5-2-1-4-16(15)17)25-10-12-26(13-11-25)31(28,29)19-7-3-6-18-21(19)24-30-23-18/h1-7,14,22H,8-13H2	C6	100	A12	Peptide01
