well_location	ncgc_id	smiles	MW	iupac	XLogP	monoisotopic_mass	formula	compound_name	Platenumber	WellNumber	WellLetter	plate_id	mixed_location_plate
A11	NCGC00179793-02	COC1=CC(=CC(OC)=C1OC)C2OC(C(C)C2C)C3=CC(OC)=C(OC)C(OC)=C3	432.5	3,4-dimethyl-2,5-bis(3,4,5-trimethoxyphenyl)oxolane	4.3	432.215		NCGC00179793-02	1	11	A	01P	01P_A11
A11	NCGC00380140-01	CC1OC(OC2C(O)C(O)C(C)OC2OC3CC(C)C(C)(CCC(C)(OC4OC(C)C(O)C(OC5OC(C)C(O)C(O)C5O)C4OC6OC(C)C(O)C(O)C6O)C=C)C7CCC=C(C)C37C)C(O)C(O)C1O	1037.2	2-[2-[5-[4-[4,5-dihydroxy-6-methyl-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-1,2,4a,5-tetramethyl-2,3,4,7,8,8a-hexahydronaphthalen-1-yl]-3-methylpent-1-en-3-yl]oxy-5-hydroxy-6-methyl-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-4-yl]oxy-6-methyloxane-3,4,5-triol	-1.2	1036.545		NCGC00380140-01	1	11	A	01P	01P_A11
A11	NCGC00380141-01	CC1=C(C(=O)OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(C)(C)CC=C1	490.5	[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl] 2,6,6-trimethylcyclohexa-1,3-diene-1-carboxylate	-1.7	490.205		NCGC00380141-01	1	11	A	01P	01P_A11
A11	NCGC00380142-01	CC(C)CNC(=O)CC\C=C\C1=CC2=C(OCO2)C=C1	275.3	(E)-5-(1,3-benzodioxol-5-yl)-N-(2-methylpropyl)pent-4-enamide	3.6	275.152		NCGC00380142-01	1	11	A	01P	01P_A11
A11	NCGC00380143-01	CCCC1CC2=C(C(O)C(O)C(O)C2O)C(OC)O1	274.3	1-methoxy-3-propyl-3,4,5,6,7,8-hexahydro-1H-isochromene-5,6,7,8-tetrol	-2.0	274.142		NCGC00380143-01	1	11	A	01P	01P_A11
A11	NCGC00380551-01	OCC1OC(OC2OC=C(C(CC(O)=O)\C2=C\COC(=O)\C=C\C3=CC=C(O)C=C3)C(O)=O)C(O)C(O)C1O	552.5	(5Z)-4-(carboxymethyl)-5-[2-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxyethylidene]-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid	-1.3	552.148		NCGC00380551-01	1	11	A	01P	01P_A11
A12	NCGC00180313-02	COC1CC(OC2CCC3(C)C(CCC4(O)C3CC(OC(=O)C5=CC=CC=C5)C6(C)C(O)(CCC46O)C(C)=O)C2)OC(C)C1OC7CC(OC)C(OC8OC(C)C(OC9OC(CO)C(O)C(O)C9O)C(OC)C8O)C(C)O7	1097.2	[17-acetyl-8,14,17-trihydroxy-3-[5-[5-[3-hydroxy-4-methoxy-6-methyl-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-10,13-dimethyl-1,2,3,4,5,6,7,9,11,12,15,16-dodecahydrocyclopenta[a]phenanthren-12-yl] benzoate	1.0	1096.545		NCGC00180313-02	1	12	A	01P	01P_A12
A12	NCGC00347554-02	OC1C=CC(OC(=O)C2=CC=CC=C2)C(O)C1(O)COC(=O)C3=CC=CC=C3	384.4	(5-benzoyloxy-1,2,6-trihydroxycyclohex-3-en-1-yl)methyl benzoate	1.5	384.121		NCGC00347554-02	1	12	A	01P	01P_A12
A12	NCGC00347554-02	OC1C=CC(OC(=O)C2=CC=CC=C2)C(O)C1(O)COC(=O)C3=CC=CC=C3	384.4	(5-benzoyloxy-1,2,6-trihydroxycyclohex-3-en-1-yl)methyl benzoate	1.5	384.121		NCGC00347554-02	1	12	A	01P	01P_A12
A12	NCGC00380145-01	CC(C)CCCC(=O)OCC1COC(=O)C1	228.3	(5-oxooxolan-3-yl)methyl 5-methylhexanoate	2.1	228.136		NCGC00380145-01	1	12	A	01P	01P_A12
A12	NCGC00380148-01	CC(C)C(O)C(C)C(O)CC1=CC(O)=C(C)C(=O)O1	270.3	6-(2,4-dihydroxy-3,5-dimethylhexyl)-4-hydroxy-3-methylpyran-2-one	1.7	270.147		NCGC00380148-01	1	12	A	01P	01P_A12
A12	NCGC00380570-01	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC(=O)\C=C\C3=CC=CC=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](OC(=O)\C=C\C4=CC=CC=C4)[C@H](O)[C@H]1O	586.6	[(2R,3R,4R,5R,6S)-4,5-dihydroxy-6-methyl-2-[[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[(E)-3-phenylprop-2-enoyl]oxyoxan-2-yl]methoxy]oxan-3-yl] (E)-3-phenylprop-2-enoate	1.1	586.205		NCGC00380570-01	1	12	A	01P	01P_A12
C2	NCGC00169292-02	CC1C(OC(C)=O)C(OC(C)=O)C2=C(CCCC2(C)C)C1(C)CCC(C)(O)C=C	406.6	[1-acetyloxy-4-(3-hydroxy-3-methylpent-4-enyl)-3,4,8,8-tetramethyl-1,2,3,5,6,7-hexahydronaphthalen-2-yl] acetate	4.2	406.272		NCGC00169292-02	2	2	C	01P	01P_C2
C2	NCGC00347359-02	CC(C)=CC(=O)OC(C)(C)C1CC2=CC3=C(OC(=O)C=C3)C=C2O1	328.4	2-(7-oxo-2,3-dihydrofuro[3,2-g]chromen-2-yl)propan-2-yl 3-methylbut-2-enoate	3.9	328.131		NCGC00347359-02	2	2	C	01P	01P_C2
C2	NCGC00380163-01	OC(=O)C(CCCCCCOC(=O)C(O)=O)C(=C)C(O)=O	302.3	2-methylidene-3-(6-oxalooxyhexyl)butanedioic acid	1.9	302.1		NCGC00380163-01	2	2	C	01P	01P_C2
C2	NCGC00380165-01	OC1=CC=CC2=C1OC(=O)C(O)=C2O	194.1	3,4,8-trihydroxychromen-2-one	0.8	194.022		NCGC00380165-01	2	2	C	01P	01P_C2
C3	NCGC00180665-02	OC[C@H]1O[C@@H](OC2=CC=C(COC(=O)CC(O)(CC(=O)OCC3=CC=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C3)C(=O)OCC5=CC=C(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C=C5)C=C2)[C@H](O)[C@@H](O)[C@@H]1O	996.9	tris[[4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]methyl] 2-hydroxypropane-1,2,3-tricarboxylate	-3.0	996.311		NCGC00180665-02	2	3	C	01P	01P_C3
C3	NCGC00347503-02	COC1OC(OC)C(O)(CCC2(C)C(C)CCC3(C)C2CC(O)C(O)C34CO4)C1O	430.5	8-[2-(3,4-dihydroxy-2,5-dimethoxyoxolan-3-yl)ethyl]-4a,7,8-trimethylspiro[2,3,5,6,7,8a-hexahydro-1H-naphthalene-4,2'-oxirane]-2,3-diol	0.6	430.257		NCGC00347503-02	2	3	C	01P	01P_C3
C3	NCGC00380167-01	COC1=CC(CCCOC(=O)CCC2=CC=C(O)C=C2)=CC=C1O	330.4	3-(4-hydroxy-3-methoxyphenyl)propyl 3-(4-hydroxyphenyl)propanoate	3.6	330.147		NCGC00380167-01	2	3	C	01P	01P_C3
C3	NCGC00380168-01	COC1=CC(C)=C(OC2=CC(OC)=CC(C)=C2OC3=CC(C)=CC(O)=C3O)C(O)=C1	412.4	3-[2-(2-hydroxy-4-methoxy-6-methylphenoxy)-4-methoxy-6-methylphenoxy]-5-methylbenzene-1,2-diol	5.0	412.152		NCGC00380168-01	2	3	C	01P	01P_C3
C3	NCGC00380169-01	CC(O)(C(O)COC(=O)\C=C\C1=CC(O)=C(O)C=C1)C(O)=O	312.3	4-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-2,3-dihydroxy-2-methylbutanoic acid	0.0	312.085		NCGC00380169-01	2	3	C	01P	01P_C3
C3	NCGC00380568-01	OCC1OC(OCC2OC(OC3=CC=C(CC=C)C=C3)C(O)C(O)C2O)C(O)C(O)C1O	458.5	2-(hydroxymethyl)-6-[[3,4,5-trihydroxy-6-(4-prop-2-enylphenoxy)oxan-2-yl]methoxy]oxane-3,4,5-triol	-1.0	458.179		NCGC00380568-01	2	3	C	01P	01P_C3
C4	NCGC00180171-02	CC1CC[C@@]2(CC[C@]3(C(O)=O)C(=CCC4[C@@]5(C)CC[C@H](OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CC[C@@]34C)C2C1C)C(=O)OC7OC(COC8OC(CO)C(O)C(O)C8O)C(O)C(O)C7O	957.1	(4aS,6aR,6bR,10S,12aR)-1,2,6b,9,9,12a-hexamethyl-10-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-4a-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxycarbonyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-6a-carboxylic acid	0.8	956.498		NCGC00180171-02	2	4	C	01P	01P_C4
C4	NCGC00180232-02	OC(CCC1=CC(O)=C(O)C=C1)CC(=O)CCC2=CC=C(O)C=C2	330.4	7-(3,4-dihydroxyphenyl)-5-hydroxy-1-(4-hydroxyphenyl)heptan-3-one	2.4	330.147		NCGC00180232-02	2	4	C	01P	01P_C4
C4	NCGC00347692-02	COC(=O)C1C(OC(=O)C2=CC=CC=C2)C(OC(=O)C3=CC=CC=C3)C4C1C(OC5OC(CO)C(O)C(O)C5O)OC=C4C(O)=O	644.6	5,6-dibenzoyloxy-7-methoxycarbonyl-1-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylic acid	0.8	644.174		NCGC00347692-02	2	4	C	01P	01P_C4
C4	NCGC00380174-01	CC(=O)OC(C)(C)C1CC2=C3OC(=O)C=CC3=CC=C2O1	288.3	2-(2-oxo-8,9-dihydrofuro[2,3-h]chromen-8-yl)propan-2-yl acetate	2.5	288.1		NCGC00380174-01	2	4	C	01P	01P_C4
C4	NCGC00380177-01	CC1(CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6OC7OC(CO)C(O)C(O)C7O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O)OC8OC(CO)C(O)C(O)C8O	975.1	6-[[8a-carboxy-8-hydroxy-4,4,6a,6b,11,14b-hexamethyl-11-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4-dihydroxy-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid	0.4	974.472		NCGC00380177-01	2	4	C	01P	01P_C4
C4	NCGC00380178-01	CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6OC7OC(CO)C(O)C(O)C7O)C(O)=O)C(C)(C)C5CCC4(C)C3(C)C=CC2(CC1OC8OC(CO)C(O)C(O)C8O)C(O)=O	971.1	6-[[8a-carboxy-4,4,6a,6b,11,11,14b-heptamethyl-10-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,2,3,4a,5,6,9,10,12,12a,14,14a-dodecahydropicen-3-yl]oxy]-3,4-dihydroxy-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid	1.5	970.477		NCGC00380178-01	2	4	C	01P	01P_C4
C4	NCGC00380559-01	CC(C)(O)[C@@H]1CC2=C(O1)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C4OC(=O)C=CC4=C2	424.4	(2S)-2-(2-hydroxypropan-2-yl)-9-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrofuro[3,2-g]chromen-7-one	-0.2	424.137		NCGC00380559-01	2	4	C	01P	01P_C4
C4	NCGC00380572-01	COC1=CC(=CC(OC)=C1O)[C@H]2OC[C@H]3[C@@H]2CO[C@H]3C4=CC(OC)=C(O)C(OC)=C4	418.4	4-[(3R,3aR,6S,6aR)-6-(4-hydroxy-3,5-dimethoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]-2,6-dimethoxyphenol	2.2	418.163		NCGC00380572-01	2	4	C	01P	01P_C4
C5	NCGC00169550-02	COC1=C(O)C=CC(\C=C\C(=O)NCCC2=CC=C(O)C=C2)=C1	313.3	(E)-3-(4-hydroxy-3-methoxyphenyl)-N-[2-(4-hydroxyphenyl)ethyl]prop-2-enamide	2.1	313.131		NCGC00169550-02	2	5	C	01P	01P_C5
C5	NCGC00180112-02	CC(C)=CCC1=C(O)C=CC(CC(N)C(O)=O)=C1	249.3	2-amino-3-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]propanoic acid	0.2	249.136		NCGC00180112-02	2	5	C	01P	01P_C5
C5	NCGC00246789-03	CC1CC(C)(CC(C(O)CC2CC(=O)NC(=O)C2)C1=O)OC(C)=O	339.4	[3-[2-(2,6-dioxopiperidin-4-yl)-1-hydroxyethyl]-1,5-dimethyl-4-oxocyclohexyl] acetate	-0.1	339.168		NCGC00246789-03	2	5	C	01P	01P_C5
C5	NCGC00380180-01	CCC(=O)CCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	278.3	6-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexan-3-one	-1.6	278.137		NCGC00380180-01	2	5	C	01P	01P_C5
C5	NCGC00380183-01	C[C@@H]1O[C@@H](OC2=C(OC3=CC(O[C@@H]4O[C@H](COC(=O)C(CC(O)=O)OC(=O)\C=C\C5=CC=C(O)C=C5)[C@@H](O)[C@H](O)[C@H]4O)=CC(O)=C3C2=O)C6=CC(O)=C(O)C=C6)[C@H](O)[C@H](O)[C@H]1O	872.7	4-[[(2R,3S,4S,5R,6S)-6-[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-7-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-3-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-4-oxobutanoic acid	0.3	872.201		NCGC00380183-01	2	5	C	01P	01P_C5
C5	NCGC00380299-01	OC1=CC=CC(=C1)C2=C(O)C(=O)NC3=CC=CC=C23	253.3	3-hydroxy-4-(3-hydroxyphenyl)-1H-quinolin-2-one	2.0	253.074		NCGC00380299-01	2	5	C	01P	01P_C5
C6	NCGC00169671-02	CCCCCCCCC(C(O)CC(O)=O)C(O)=O	260.3	3-hydroxy-2-octylpentanedioic acid	2.8	260.162		NCGC00169671-02	2	6	C	01P	01P_C6
C6	NCGC00380184-01	COC1=C(O)C=CC(CCC(O)=O)=C1	196.2	3-(4-hydroxy-3-methoxyphenyl)propanoic acid	0.7	196.074		NCGC00380184-01	2	6	C	01P	01P_C6
C6	NCGC00380186-01	CN(CCCCCNC(=O)CCC(=O)NCCCCCNC(C)=O)C(=O)CCC(O)=O	442.5	4-[5-[[4-(5-acetamidopentylamino)-4-oxobutanoyl]amino]pentyl-methylamino]-4-oxobutanoic acid	-0.9	442.279		NCGC00380186-01	2	6	C	01P	01P_C6
C6	NCGC00380190-01	CC(CCCCCC(CCCCCCCCCCCC(CC(O)=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O	875.0	3,15,21-tris[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]docosanoic acid	0.6	874.477		NCGC00380190-01	2	6	C	01P	01P_C6
C6	NCGC00380298-01	CC1=CC(OC2=CC(O)=C(CC(O)C(C)(C)O)C(C)=C2)=CC(O)=C1	332.4	1-[2-hydroxy-4-(3-hydroxy-5-methylphenoxy)-6-methylphenyl]-3-methylbutane-2,3-diol	3.0	332.162		NCGC00380298-01	2	6	C	01P	01P_C6
C6	NCGC00380303-01	CC(C)C(CCC(O)=O)\C=C\C(=C)CCC(C)=O	252.3	(E)-7-methylidene-10-oxo-4-propan-2-ylundec-5-enoic acid	3.1	252.173		NCGC00380303-01	2	6	C	01P	01P_C6
C7	NCGC00380191-01	CC(C)CCCCCC(=O)OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	482.5	[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]methyl 7-methyloctanoate	-0.9	482.236		NCGC00380191-01	2	7	C	01P	01P_C7
C7	NCGC00380192-01	CC(=O)OCC1(C)C(CCC2(C)C1CC(O)C3(C)OC4=C(C(O)C23)C(=O)OC(=C4)C5=CN=CC=C5)OC(C)=O	541.6		1.9	541.231		NCGC00380192-01	2	7	C	01P	01P_C7
C7	NCGC00380193-01	CCCCCC(O)CC(=O)O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OCC(O)CCCCCCCCCCCC(O)CC(O)=O)O[C@@H]2COC(C)=O)O[C@H](CO)[C@@H](O)[C@@H]1OC(C)=O	855.0	16-[(2R,3R,4R,5S,6R)-5-[(2S,3R,4S,5R,6R)-4-acetyloxy-5-hydroxy-6-(hydroxymethyl)-3-(3-hydroxyoctanoyloxy)oxan-2-yl]oxy-6-(acetyloxymethyl)-3,4-dihydroxyoxan-2-yl]oxy-3,15-dihydroxyhexadecanoic acid	2.7	854.451		NCGC00380193-01	2	7	C	01P	01P_C7
C7	NCGC00380195-01	CC1C=CC2CCC(=O)CC23C1C(=O)C(C)=C(O)C3=O	274.3	10-hydroxy-7,9-dimethyl-1,3,4,4a,7,7a-hexahydrobenzo[e]naphthalene-2,8,11-trione	0.9	274.121		NCGC00380195-01	2	7	C	01P	01P_C7
C7	NCGC00380196-01	C\C=C\C=C\C=C\C1=CC2=C(Cl)C(=O)C(C)(OC(=O)CC(O)CC(C)O)C(=O)C2=CN1CC(O)=O	505.9	2-[5-chloro-7-(3,5-dihydroxyhexanoyloxy)-3-[(1E,3E,5E)-hepta-1,3,5-trienyl]-7-methyl-6,8-dioxoisoquinolin-2-yl]acetic acid	2.6	505.15		NCGC00380196-01	2	7	C	01P	01P_C7
C7	NCGC00380197-01	C\C=C\C=C\C=C\C(=O)OC1C(NC(CCC(O)=O)C(O)=O)C2=C(C(=O)N(C2)C(CCC(O)=O)C(O)=O)C3(C)CCCC(C)(C)C13	644.7	2-[[2-(1,3-dicarboxypropyl)-6,6,9a-trimethyl-5-[(2E,4E,6E)-octa-2,4,6-trienoyl]oxy-1-oxo-4,5,5a,7,8,9-hexahydro-3H-benzo[e]isoindol-4-yl]amino]pentanedioic acid	0.8	644.295		NCGC00380197-01	2	7	C	01P	01P_C7
C7	NCGC00380198-01	C\C=C\C=C\C=C\C1=CC2=C(Cl)C(=O)C(C)(OC(=O)CC(O)CC(C)O)C(=O)C2=CN1CCCC(O)=O	534.0	4-[5-chloro-7-(3,5-dihydroxyhexanoyloxy)-3-[(1E,3E,5E)-hepta-1,3,5-trienyl]-7-methyl-6,8-dioxoisoquinolin-2-yl]butanoic acid	2.9	533.182		NCGC00380198-01	2	7	C	01P	01P_C7
C8	NCGC00380206-01	CCC(C)\C=C(C)\C=C\C1=CC2=C(Cl)C(=O)C(C)(O)C(O)C2CO1	352.9	5-chloro-3-[(1E,3E)-3,5-dimethylhepta-1,3-dienyl]-7,8-dihydroxy-7-methyl-8,8a-dihydro-1H-isochromen-6-one	3.6	352.144		NCGC00380206-01	2	8	C	01P	01P_C8
C8	NCGC00380206-01	CCC(C)\C=C(C)\C=C\C1=CC2=C(Cl)C(=O)C(C)(O)C(O)C2CO1	352.9	5-chloro-3-[(1E,3E)-3,5-dimethylhepta-1,3-dienyl]-7,8-dihydroxy-7-methyl-8,8a-dihydro-1H-isochromen-6-one	3.6	352.144		NCGC00380206-01	2	8	C	01P	01P_C8
C8	NCGC00380302-01	CCCCCCCC(O)C1C(CO)COC1=O	244.3	4-(hydroxymethyl)-3-(1-hydroxyoctyl)oxolan-2-one	2.8	244.167		NCGC00380302-01	2	8	C	01P	01P_C8
C9	NCGC00179820-03	C\C=C(\C)C(=O)OC(C)(C)C1CC2=C(O1)C=C3OC(=O)C=CC3=C2	328.4	2-(7-oxo-2,3-dihydrofuro[3,2-g]chromen-2-yl)propan-2-yl (Z)-2-methylbut-2-enoate	3.7	328.131		NCGC00179820-03	2	9	C	01P	01P_C9
C9	NCGC00347555-02	CC(N)C(O)CCCCCCCCCCCCCCCCC(O)C(C)OC1OC(CO)C(O)C(O)C1O	535.8	2-(21-amino-3,20-dihydroxydocosan-2-yl)oxy-6-(hydroxymethyl)oxane-3,4,5-triol	4.6	535.408		NCGC00347555-02	2	9	C	01P	01P_C9
C9	NCGC00347555-02	CC(N)C(O)CCCCCCCCCCCCCCCCC(O)C(C)OC1OC(CO)C(O)C(O)C1O	535.8	2-(21-amino-3,20-dihydroxydocosan-2-yl)oxy-6-(hydroxymethyl)oxane-3,4,5-triol	4.6	535.408		NCGC00347555-02	2	9	C	01P	01P_C9
C9	NCGC00347760-02	CC(C)CC(=O)OC1C(C(C)C)C(OC(C)=O)C=C(CO)C1=O	326.4	[5-acetyloxy-3-(hydroxymethyl)-2-oxo-6-propan-2-ylcyclohex-3-en-1-yl] 3-methylbutanoate	2.5	326.173		NCGC00347760-02	2	9	C	01P	01P_C9
C9	NCGC00380207-01	CC1=C(C)C(C(O)=O)=C(O)C(C)=C1O	196.2	2,4-dihydroxy-3,5,6-trimethylbenzoic acid	2.4	196.074		NCGC00380207-01	2	9	C	01P	01P_C9
C9	NCGC00380208-01	CC(O)(CC(=O)OCC1=CC=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1)CC(=O)OCC3=CC=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C3	698.7	bis[[4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]methyl] 3-hydroxy-3-methylpentanedioate	-1.9	698.242		NCGC00380208-01	2	9	C	01P	01P_C9
C9	NCGC00380211-01	CC1C2C3=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(OC8OCC(O)C(O)C8O)C7O)C(OC9OCC(O)C(O)C9O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CCC2(CCC1=C)C(O)=O	1013.2	10-[6-[[3,5-dihydroxy-4-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxymethyl]-3,4-dihydroxy-5-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxy-1,6a,6b,9,9,12a-hexamethyl-2-methylidene-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	-0.2	1012.524		NCGC00380211-01	2	9	C	01P	01P_C9
C9	NCGC00380294-01	CC(C)CCCCCCCCCCCCC1=CC(O[S+](O)([O-])=O)=CC(O)=C1	400.6	[3-hydroxy-5-(13-methyltetradecyl)phenyl] hydrogen sulfate	8.2	400.228		NCGC00380294-01	2	9	C	01P	01P_C9
C10	NCGC00380212-01	CC1=C(C(=O)OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)C(C)(C)CCC1	462.5	[3,4,5-trihydroxy-6-[(3,4,5-trihydroxyoxan-2-yl)oxymethyl]oxan-2-yl] 2,6,6-trimethylcyclohexene-1-carboxylate	-1.4	462.21		NCGC00380212-01	2	10	C	01P	01P_C10
C10	NCGC00380215-01	CCCCCCCCCCCC(=O)OC12CC(C)C3(O)C4C=C(C)C(=O)C4(O)CC(CO)=CC3C1C2(C)C	530.7		5.9	530.361		NCGC00380215-01	2	10	C	01P	01P_C10
C10	NCGC00380216-01	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](OC[C@H]3O[C@@H](OC(=O)C45CCC6(C)C(=CCC7C8(C)CC(O)C(O)C(C)(C8CCC67C)C(O)=O)C4CC(C)(C)CC5O)[C@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O	1151.2	8a-[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-4,5-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxycarbonyl-2,3,9-trihydroxy-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-4-carboxylic acid	-2.0	1150.541		NCGC00380216-01	2	10	C	01P	01P_C10
C10	NCGC00380218-01	CC(C)CCC(O)CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	308.4	(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(3-hydroxy-6-methylheptoxy)oxane-3,4,5-triol	-0.3	308.184		NCGC00380218-01	2	10	C	01P	01P_C10
C10	NCGC00380295-01	CC1CC(C)C(=O)C(C1)C2CC(CC(N)=O)CC(=O)O2	281.3	2-[2-(3,5-dimethyl-2-oxocyclohexyl)-6-oxooxan-4-yl]acetamide	0.9	281.163		NCGC00380295-01	2	10	C	01P	01P_C10
C11	NCGC00347880-02	CC(C)CC(NC(C)=O)C(=O)NC(C)C(=O)NC(CO)C(O)=O	331.4	2-[2-[(2-acetamido-4-methylpentanoyl)amino]propanoylamino]-3-hydroxypropanoic acid	-1.5	331.174		NCGC00347880-02	2	11	C	01P	01P_C11
C11	NCGC00380220-01	COC1C(O)C(OC2CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C2)OC(C)C1OC7OC(COC8OC(CO)C(O)C(O)C8O)C(O)C(O)C7O	859.0	3-[14-hydroxy-3-[3-hydroxy-4-methoxy-6-methyl-5-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyoxan-2-yl]oxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one	-1.6	858.425		NCGC00380220-01	2	11	C	01P	01P_C11
C11	NCGC00380221-01	COC1=CC(CCC2=CC=C(OCC(O)C(C)(C)O)C=C2)=CC3=C1OCO3	374.4	1-[4-[2-(7-methoxy-1,3-benzodioxol-5-yl)ethyl]phenoxy]-3-methylbutane-2,3-diol	3.2	374.173		NCGC00380221-01	2	11	C	01P	01P_C11
